NODE_ID,WEIGHT,VOLUME,SERVICE_TIME,EAT,LAT,TIME_WINDOW
1,15.097,0.054454999999999996,4,0,300,"(0,300)"
2,0.304,0.002996,4,0,300,"(0,300)"
3,7.15,0.018675,12,0,180,"(0,180)"
4,0.45,0.00441,8,0,360,"(0,360)"
5,7.042,0.02552,4,0,300,"(0,300)"
6,1.384,0.002937,4,0,300,"(0,300)"
7,1.875,0.003621,4,0,300,"(0,300)"
8,3.461,0.006471,4,0,300,"(0,300)"
9,3.505,0.008007,4,0,300,"(0,300)"
10,1.26,0.00674,12,0,180,"(0,180)"
11,10.981,0.08044400000000002,4,0,300,"(0,300)"
12,0.789,0.003369,4,0,300,"(0,300)"
13,1.315,0.003595,4,0,300,"(0,300)"
14,38.58,0.09627,12,0,180,"(0,180)"
15,3.71,0.011856,12,0,180,"(0,180)"
16,34.6,0.125684,4,0,300,"(0,300)"
17,28.7,0.06251,12,0,180,"(0,180)"
18,47.82,0.17839499999999997,12,0,180,"(0,180)"
19,7.731,0.02056,4,0,300,"(0,300)"
20,0.871,0.006772,4,0,300,"(0,300)"
21,3.415,0.0074800000000000005,4,0,300,"(0,300)"
22,0.18,0.001085,12,0,180,"(0,180)"
23,1.871,0.004016,4,0,300,"(0,300)"
24,1.483,0.003402,4,0,300,"(0,300)"
25,0.54,0.00171,12,0,180,"(0,180)"
26,6.144,0.010990999999999999,4,0,300,"(0,300)"
27,2.173,0.016462,8,0,360,"(0,360)"
28,0.974,0.003548,4,0,300,"(0,300)"
29,1.507,0.003034,4,0,300,"(0,300)"
30,3.667,0.006654,4,0,300,"(0,300)"
31,11.785,0.19617300000000001,4,0,300,"(0,300)"
32,91.416,0.27780199999999994,8,0,360,"(0,360)"
33,107.184,0.213024,12,0,180,"(0,180)"
34,2.849,0.005356,4,0,300,"(0,300)"
35,8.388,0.02034,4,0,300,"(0,300)"
36,4.805,0.008674,4,0,300,"(0,300)"
37,1.925,0.003749,4,0,300,"(0,300)"
38,60.099999999999994,0.105404,12,0,180,"(0,180)"
39,36.513,0.047756,12,0,180,"(0,180)"
40,153.98600000000002,0.30936,12,0,180,"(0,180)"
41,2.576,0.0047350000000000005,4,0,300,"(0,300)"
42,30.624,0.060863999999999994,12,0,180,"(0,180)"
43,3.0900000000000003,0.009218,12,0,180,"(0,180)"
44,0.1,0.00040699999999999997,12,0,180,"(0,180)"
45,8.496,0.033558,4,0,300,"(0,300)"
46,4.176,0.007804,4,0,300,"(0,300)"
47,23.958,0.060003999999999995,4,0,300,"(0,300)"
48,2.944,0.033432,4,0,300,"(0,300)"
49,17.269000000000002,0.056729,4,0,300,"(0,300)"
50,0.117,0.0008399999999999999,4,0,300,"(0,300)"
51,0.152,0.001498,4,0,300,"(0,300)"
52,15.654,0.05839,4,0,300,"(0,300)"
53,4.121,0.007512,4,0,300,"(0,300)"
54,105.429,0.65562,8,0,360,"(0,360)"
55,0.104,0.00156,4,0,300,"(0,300)"
56,0.288,0.00115,4,0,300,"(0,300)"
57,0.649,0.00516,4,0,300,"(0,300)"
58,0.104,0.00156,4,0,300,"(0,300)"
59,3.09,0.00498,4,0,300,"(0,300)"
60,1.01,0.00212,4,0,300,"(0,300)"
61,0.97,0.00547,4,0,300,"(0,300)"
62,6.656,0.02043,4,0,300,"(0,300)"
63,11.65,0.048,12,0,180,"(0,180)"
64,0.058,0.001294,4,0,300,"(0,300)"
65,69.872,0.13211699999999998,4,0,300,"(0,300)"
66,13.0,0.096095,8,0,360,"(0,360)"
67,34.624,0.244412,4,0,300,"(0,300)"
68,18.31,0.060542,4,0,300,"(0,300)"
69,0.637,0.004848,8,0,360,"(0,360)"
70,3.491,0.045844,8,0,360,"(0,360)"
71,47.572,0.097683,8,0,360,"(0,360)"
72,6.62,0.028491,8,0,360,"(0,360)"
73,69.992,0.475372,8,0,360,"(0,360)"
74,37.491,0.177031,8,0,360,"(0,360)"
75,7.743,0.035215,8,0,360,"(0,360)"
